,index,speaker,turn_type,text_an,text_og,text_ok
109,49,student,student,"<DMCC corr=""What"">None</DMCC> do you <GPR corr=""what"">whats</GPR> <XVPR corr=""think of"">think</XVPR> the Genocide <LSPR corr=""in"">of</LSPR> <CSINTRA corr=""Palestine"">Palestina</CSINTRA>?",whats do you think the Genocide of Palestina?,What do you what think of the Genocide in Palestine?
110,51,student,student,"I <GVM corr=""'m going"">'m go</GVM> to Sardinia tomorrow",I'm go to Sardinia tomorrow,I 'm going to Sardinia tomorrow
111,53,student,student,"<DMCC corr=""I"">i</DMCC> <GVM corr=""'m staying"">'m stay</GVM> with my family and my animals",i'm stay with my family and my animals,I 'm staying with my family and my animals
112,55,student,student,"My favourite <LSN corr=""sport"">spot</LSN> is eating",My favourite spot is eating,My favourite sport is eating
113,57,student,student,"<DMCC corr=""I"">i</DMCC> like <GA corr=""\0"">the</GA> <LP corr=""suckling pig"">baby pig</LP>",i like the baby pig,I like \0 suckling pig
114,59,student,student,"<DMCC corr=""And"">and</DMCC> for <GA corr=""\0"">the</GA> dessert Seadas",and for the dessert Seadas,And for \0 dessert Seadas
115,61,student,student,"I <GVT corr=""eat"">'m eat</GVT> seadas <LSADV corr=""often"">usually</LSADV>",I'm eat seadas usually,I eat seadas often
116,63,student,student,"<DMCC corr=""I"">i</DMCC> have a car <LP corr=""for transportation"">for transport</LP> in <DMCC corr=""Sardinia"">sardinia</DMCC>",i have a car for transport in sardinia,I have a car for transportation in Sardinia
117,65,student,student,"<DMCC corr=""I"">i</DMCC>'m <LSPR corr=""in"">a</LSPR> Forlì, <CSINTER corr=""how do I get around"">come mi sposto</CSINTER>?","i'm a Forlì, come mi sposto?","I'm in Forlì, how do I get around?"
118,67,student,student,"<DMCC corr=""Yes"">yes</DMCC>",yes,Yes
119,69,student,student,"<DMCC corr=""I"">i</DMCC> <GVT corr=""like"">'m like</GVT> transportation <LSPR corr=""in"">a</LSPR> Paris",i'm like transportation a Paris,I like transportation in Paris
120,71,student,student,"<WO corr=""Can you buy"">None</WO> <DMCC corr=""You"">you</DMCC> can buy <GA corr=""a"">the</GA> <GNC corr=""bus ticket"">ticket of bus</GNC> for <FS corr=""Paris"">PAris</FS>?",you can buy the ticket of bus for PAris?,Can you buy You can buy a bus ticket for Paris?
121,73,student,student,"<DMCC corr=""And"">and</DMCC> for London?",and for London?,And for London?
122,75,student,student,"<DMCC corr=""I"">i</DMCC> don't have money",i don't have money,I don't have money
123,77,student,student,"<DMCC corr=""I"">i</DMCC> would <Z corr=""?"">search travel</Z>",i would search travel,I would ?
124,1,student,student,"<FS corr=""Oh"">Ho</FS>, what do you think about University?","Ho, what do you think about University?","Oh, what do you think about University?"
125,3,student,student,"I think the same, <DMCC corr=""I"">i</DMCC> love my university","I think the same, i love my university","I think the same, I love my university"
126,5,student,student,"I study <LWCO corr=""International relations and diplomatic affairs"">science of diplomatic relationships</LWCO> in Forlì",I study science of diplomatic relationships in Forlì,I study International relations and diplomatic affairs in Forlì
127,7,student,student,"Yes of course, it is fantastic, and <DMCC corr=""I"">i</DMCC> think that <DMCC corr=""I"">i</DMCC> have <GVM corr=""chosen"">chose</GVM> the <LSADJ corr=""right"">good</LSADJ> way for my future","Yes of course, it is fantastic, and i think that i have chose the good way for my future","Yes of course, it is fantastic, and I think that I have chosen the right way for my future"
128,9,student,student,"I thought about it, but <DMCC corr=""I"">i</DMCC> am not <XVPR corr=""convinced on"">None</XVPR> what <GVM corr=""convinced"">convince</GVM> about <Z corr=""I would like to do"">like me</Z> after <GA corr=""\0"">the</GA> university, but <DMCC corr=""I"">i</DMCC> know that this is the right way","I thought about it, but i am not convince about what like me after the university, but i know that this is the right way","I thought about it, but I am not convinced on what convinced about I would like to do after \0 university, but I know that this is the right way"
129,11,student,student,"I love my <Z corr=""day-to-day life"">days</Z>, <DMCC corr=""I"">i</DMCC> wake up early, <DMCC corr=""I"">i</DMCC> do my things, my <GNC corr=""hobbies"">hobby's</GNC> and I revise my <LSN corr=""documents"">files</LSN> <WO corr=""for university in the afternoon"">for the afternoon in university</WO>, to be ready for <GPI corr=""everything"">all</GPI> .","I love my days, i wake up early, i do my things, my hobby's and I revise my files for the afternoon in university, to be ready for all .","I love my day-to-day life, I wake up early, I do my things, my hobbies and I revise my documents for university in the afternoon, to be ready for everything ."
130,13,student,student,"I go to <GA corr=""\0"">the</GA> university <GDI corr=""every day"">all days</GDI> by train, <DMCC corr=""I"">i</DMCC> take the train <LSPR corr=""at"">in</LSPR> different times, but every day I return <WR corr=""\0"">at</WR> home very <GADJCS corr=""late"">later</GADJCS> and after <GADVO corr=""I immediately go"">I go immediately</GADVO> to my volleyball training","I go to the university all days by train, i take the train in different times, but every day I return at home very later and after I go immediately to my volleyball training","I go to \0 university every day by train, I take the train at different times, but every day I return \0 home very late and after I immediately go to my volleyball training"
131,15,student,student,"My days are very full, <GPR corr=""when"">what</GPR> <DMCC corr=""I"">i</DMCC> have time I see also my boyfriend","My days are very full, what i have time I see also my boyfriend","My days are very full, when I have time I see also my boyfriend"
132,17,student,student,"Yes, of course","Yes, of course","Yes, of course"
133,19,student,student,"I <XVPR corr=""would like to"">would like</XVPR> <LSV corr=""evaluate"">value</LSV> all opportunities to go <LSPR corr=""to"">in</LSPR> Verona 3 days and 2 nights",I would like value all opportunities to go in Verona 3 days and 2 nights,I would like to evaluate all opportunities to go to Verona 3 days and 2 nights
134,21,student,student,"I would like to go <LSPR corr=""to"">in</LSPR> Verona with my boyfriend, what can I visit <QM corr=""?"">\0</QM>","I would like to go in Verona with my boyfriend, what can I visit\0","I would like to go to Verona with my boyfriend, what can I visit ?"
135,23,student,student,"For lunch and dinner <GVAUX corr=""can"">do</GVAUX> you give me some <XNUC corr=""advice"">advices</XNUC> <QM corr=""?"">\0</QM>",For lunch and dinner do you give me some advices\0,For lunch and dinner can you give me some advice ?
136,25,student,student,"<GPR corr=""What"">\0</GPR> About the hotel <LSADV corr=""near"">nearly</LSADV> to <GA corr=""the"">\0</GA> Spa of Verona",\0 About the hotel nearly to \0 Spa of Verona,What About the hotel near to the Spa of Verona
137,27,student,student,"<Z corr=""Do you think Aquardens"">Aquardens for you</Z> is a good spa to spend 2 days <QM corr=""?"">\0</QM>",Aquardens for you is a good spa to spend 2 days\0,Do you think Aquardens is a good spa to spend 2 days ?
138,29,student,student,"<Z corr=""Do you think the cost is high"">The cost is </Z> <LSADJ corr=""high"">elevate</LSADJ> for you <QM corr=""?"">\0</QM>",The cost is elevate for you\0,Do you think the cost is high high for you ?
139,31,student,student,"<Z corr=""Do you think"">For you</Z> <GPP corr=""it"">\0</GPP> is good for a birthday gift <QM corr=""?"">\0</QM>",For you \0 is good for a birthday gift\0,Do you think it is good for a birthday gift ?
140,33,student,student,"Thank you, you are very funny.","Thank you, you are very funny.","Thank you, you are very funny."
141,1,student,student,"<DMCC corr=""Hello"">hello</DMCC> hello. What do you think <Z corr=""of people"">people are</Z>? I mean society is so complex that at times it feels like too much",hello hello. What do you think people are? I mean society is so complex that at times it feels like too much,Hello hello. What do you think of people? I mean society is so complex that at times it feels like too much
142,3,student,student,"<DMCC corr=""Not"">not</DMCC> really. I <GVT corr=""feel"">felt</GVT> more amazed by the complexity of human character and the diversity of cerebral structures",not really. I felt more amazed by the complexity of human character and the diversity of cerebral structures,Not really. I feel more amazed by the complexity of human character and the diversity of cerebral structures
143,5,student,student,"<DMCC corr=""Not"">not</DMCC> yet, but it deeply <FS corr=""fascinates"">fascintes</FS> me. What should I know about those subjects?","not yet, but it deeply fascintes me. What should I know about those subjects?","Not yet, but it deeply fascinates me. What should I know about those subjects?"
144,7,student,student,I already knew these facts. Why don't you share some more nuanced perspectives?,I already knew these facts. Why don't you share some more nuanced perspectives?,I already knew these facts. Why don't you share some more nuanced perspectives?
145,9,student,student,"<DMCC corr=""Cool"">cool</DMCC>. <FS corr=""Let's"">Le't</FS> change the topic",cool. Le't change the topic,Cool. Let's change the topic
146,11,student,student,"Do you use <LSN corr=""emojis"">None</LSN> in your texts? <FS corr=""smileys"">smiles</FS> <DMCC corr=""Wow"">wow</DMCC>, that really struck me as curious and innovative!","Do you use smiles in your texts? wow, that really struck me as curious and innovative!","Do you use emojis in your texts? smileys Wow, that really struck me as curious and innovative!"
147,13,student,student,"<DMCC corr=""It"">it</DMCC>'s <DMCA corr=""definitely"">def</DMCA> a first for me. Unfortunately I don't have <LSN corr=""emojis"">None</LSN> on my keyboard :(. I agree on their <FS corr=""smileys"">smiles</FS> <FS corr=""power"">powe</FS> in showing emotions and connections.",it's def a first for me. Unfortunately I don't have smiles on my keyboard :(. I agree on their powe in showing emotions and connections.,It's definitely a first for me. Unfortunately I don't have emojis on my keyboard :(. I agree on their smileys power in showing emotions and connections.
148,15,student,student,"<DMCC corr=""Tell"">tell</DMCC> me more about how you <FS corr=""function"">fuction</FS>. Do you have a little human centipede <FS corr=""running"">runnig</FS> in a wheel which prods you forward? Or do you prefer looking at your inner curcuits?",tell me more about how you fuction. Do you have a little human centipede runnig in a wheel which prods you forward? Or do you prefer looking at your inner curcuits?,Tell me more about how you function. Do you have a little human centipede running in a wheel which prods you forward? Or do you prefer looking at your inner curcuits?
149,17,student,student,"<DMCC corr=""That"">that</DMCC>'s super cool. What do you think of yourself. What do you think your impact is in modern society? Also I'm curious to know <Z corr=""?"">ms</Z>. <FS corr=""Human-centipede"">Human-centepede</FS> bot: what is your favourite colour?",that's super cool. What do you think of yourself. What do you think your impact is in modern society? Also I'm curious to know ms. Human-centepede bot: what is your favourite colour?,That's super cool. What do you think of yourself. What do you think your impact is in modern society? Also I'm curious to know ?. Human-centipede bot: what is your favourite colour?
150,19,student,student,"How come <WO corr=""don't you"">you don't</WO> have preferences? That's <FS corr=""very"">veyr</FS> sad :(((
		Yo should be allowed to have preferences. Don't you have <Z corr=""ingrained biases"">biases written all over you</Z>?","How come you don't have preferences? That's veyr sad :(((
		Yo should be allowed to have preferences. Don't you have biases written all over you?","How come don't you have preferences? That's very sad :(((
		Yo should be allowed to have preferences. Don't you have ingrained biases?"
